Gender,Degree,Course,Interests,Skills(Multiple),Working
Female,BA,Electronic and telecommunications,Research;Social Justice;Teaching;Content Writing;Govt. Job;Home interior design,People management;Editing;Designing skills;Writing skills;Teaching,NA
Female,BA,Mechanical Engineering,Research;Social Justice;Teaching;Govt. Job;Social causes;Design,Active Listening;Leadership;Editing;Designing skills;Writing skills;Client management;Teaching,NA
Male,BE,Computer Science Engineering,Data analytics;Data scientist;Machine Learning,Programming Language skills;Critical Thinking;Analytical Skills;Python,NA
Male,B.Tech,Accountancy,Research,"Critical Thinking, Analytic Thinking, Gathering Informing",Mechanical Engineer
Male,B.Tech,Automobile,Technology,"Python, Programming, Excel, Linux",Computer Software Engineer
Female,B.Com,Mechanical Engineering,Financial Analysis,Accounting Skills,Business Analyst
Male,BE,Accounting  and Finance,Data scientist,Active Listening;Business Knowledge;People management;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Machine Learning skills;Python;SQL,Software engineer
Male,BE,Information Technology,Financial Analysis;News Coverage;Supply chain analysis,Critical Thinking;Analytical Skills;Negotiation skills;Problem Solving skills;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL,Purchase executive
Male,B.Com,Statistics,Financial Analysis,Teamwork;Time Management;Company Secretarial Work;,Company Secretary
Female,B.Tech,Information Technology,Data analytics;Digital marketing;Data scientist,Risk management skills;Data Visualization skills( Power Bi/ Tableau );SQL;SAP,QA Specialist
Female,B.Sc,Information Technology,Research,"ML, Python",Sales Executive
Female,B.Tech,"C, C++, java, SQL, MYSql, Unix, Html, Mathematics, Statistics","Technology, Entrepreneurship","Analytic Thinking, Business Knowledge, Java, SQL, Communication Skills, Work under Pressure, Product Knowledge, Team work, Excel, Problem Solving skills, Observation Skills, Reporting, Reading, Subject Knowledge",Software Tester
Male,B.Tech,Design,"Financial Analysis, Research","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, SQL",Student (Unemployed)
Male,BCA,Electrical and Electronics Engineering,Research;Technology;Web Designing;Data analytics;Govt. Job,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;R;Linux;Python;SQL;Java;MATLAB,NA
Male,B.Com,Mechanical Engineering,Design ,"Editing, Designing Skills, Sales",Marketing Manager
Male,B.Tech,Data Structures & Algorithm,Research;Social Justice;Teaching;Technology;Trading;Web Designing;Data analytics,Accounting Skills;Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Hospitality;Client management;Good communication skills;Teaching,NA
Male,B.Tech,Computer Science Engineering,Data scientist,Programming Language skills;Analytical Skills;Leadership;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL;Cloud Computing;Good communication skills,NA
Male,B.Tech,Electrical and Electronics Engineering,"Technology, Understand Human Behaviour, Understand Human Body","Communication Skills, Work under Pressure, Leadership",Hardware Engineer
Male,MCA,Electrical and Electronics Engineering,Supply Chain Analysis;Data analytics,Programming Language skills;Analytical Skills;R;Python,NA
Male,B.Tech,Computer Applications,Software Job,networking,APAC Engineer
Male,B.Tech,Civil Engineering,Software Job,NO,Associate Engineer
Male,B.Tech,Mechanical Engineering,Technology,"AI, ML, Python, C++, R, Linux",Data Engineer
Male,B.Tech,Electronics and communication Engineering,Technology;Design;Information Technology,Programming Language skills;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence,NA
Male,B.Tech,Business,"Supply Chain Analysis;Gardening;Service;Industires;Agriculture, services",Business Knowledge;People management;Machine Learning skills;Hospitality,Personal Advisory
Female,BE,Computer Science Engineering,"Financial Analysis, Sales/Marketing, Technology, Trading","AI, Python, Programming, Communication Skills, C++",RPA developer
Male,B.Com,Electronics and Communication Engineering,Service,Accounting Skills;Active Listening;Hardware skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Writing skills;HR,Relationship manager at icici
Male,B.Tech,Civil engineering,"Web development,Social causes,All fields related to Data science,Machine Learning,Data scientist",Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP;Codeignitor;Loopback;,Web Developer
Male,B.Tech,Mechanical Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills",Teaching
Male,B.Tech,Mechanical Engineering,Technology,Accounting Skills;Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Negotiation skills;Leadership;Content creation,Business operations
Male,B.E,Electronics and telecommunication,Data Analytics,AutoCard,Sales excellent
Male,B.Tech,Media Management,Sales/Marketing;Technology;Content Writing;Market reserach,Critical Thinking;Business Knowledge;Analytical Skills;Leadership;Writing skills;Python;Artificial Intelligence;SQL,NA
Female,BE,Computer Science Engineering,Data analytics,Active Listening;Gathering Information;Problem Solving skills;Python;MATLAB,NA
Male,Journalism,Mechanical Engineering,News Coverage;Understand human behaviour;Govt. Job,Communication skills;Mass Communication;Leadership;Problem Solving skills;Python,NA
Female,B.Sc,Automobile Engineering,Data scientist;Web development;Machine Learning,Active Listening;Programming Language skills;Gathering Information;Python;SQL;Programming Language C,NA
Male,B.Tech,Mechanical Engineering,Technology;Data analytics;Data scientist,Hardware skills;Programming Language skills;Critical Thinking;Business Knowledge;Leadership;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;Good communication skills,NA
Male,BE,Business Administration,"Research, Social Justice","Analytic Thinking, Communication Skills, Leadership, Team work, Designing Skills",Machine operator 
Male,B.Tech,Civil Engineering,"Financial Analysis, Take risk for Profits, Technology, Entrepreneurship","Accounting Skills, Active Listening, Java, SQL, Programming, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Team work, Excel, Logical Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Observation Skills, Reading",Student (Unemployed)
Male,BBA,Computer Science Engineering,"Financial Analysis, Trading","Critical Thinking, Analytic Thinking, Market Study",Student (Unemployed)
Male,B.Tech,Information TechNAlogy,Technology;Understand human behaviour;Govt. Job;Infrastructure;Design;Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS;construction management",Civil & Structural Engineer
Female,BE,Electronics and Communication Engineering,Technology,"Python, Tableau",Back End Developer
Male,B.Tech,Computer Science Engineering,Technology,Programming,Dot net Developer
Male,B.Tech,Accountancy,Data analytics,R;Python;SQL,Gis engineer
Male,B.Tech,Geography,Technology;Govt. Job;Sports Industry,Programming Language skills;People management,Software developer
Male,B.Com,Computer Applications,News Coverage;Research;Teaching;Market reserach;Infrastructure;Social causes;Industires,Business Knowledge,NA
Male,MBA,Business,Retailer,HR,Retail manager
Female,BCA,Automobile Engineering,Data analytics;Data scientist,Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );C++;Java,NA
Female,MBA,Cse,Understand human behaviour;Market reserach;Na,Hardware skills;Business Knowledge,NA
Male,BE,Sales & Marketing,Entrepreneurship,Creativity Skills,Business Analyst
Female,B.Tech,Structure,Technology;Understand human body;Web Designing;Web development,Active Listening;Gathering Information;Communication skills;Leadership;Problem Solving skills;Designing skills;Python;Good communication skills,student Onboarding team member
Male,Agri diploma,Chemical Engineering,"News Coverage, Sales/Marketing, Take risk for Profits, Trading","Gathering Informing, Business Knowledge, Leadership, Market Study, Observation Skills, Risk Managing",Student (Unemployed)
Male,B.Tech,Management,Trading;Customer care,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Civil & Criminal Law;Problem Solving skills;Risk management skills;Writing skills;Interpersonal skills;Presentation Skills,Site engineer
Male,B.Tech,Electronics and computer engineering,Technology;Social causes,"Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;Refinery Operations",Chemical Process Engineer
Male,BBA,Computer Science,Sales/Marketing;Market reserach,Active Listening;Hardware skills;Problem Solving skills;Risk management skills;Sales,Marketing guy (TMA)
Female,BE,Electronics and Communication Engineering,Web Designing;Data analytics;Data scientist,Hardware skills;Programming Language skills;Analytical Skills;People management;Communication skills;Leadership;Data Visualization skills( Power Bi/ Tableau );C++;R;Python;Content creation,NA
Female,B.Tech,Commerce,Research;Understand human behaviour;Content Writing;Design;Information Technology,Programming Language skills;Communication skills;Leadership;Product knowledge;Designing skills;Writing skills;C++;Python;SQL;Java,NA
Female,BE,History,Data scientist,People management,Systems engineer
Female,B.Com,Business Studies,Sales/Marketing,Business Knowledge;People management;Communication skills;Problem Solving skills;Sales;Social Media Marketing;Interpersonal skills;Presentation Skills,Data analyst
Female,BA,Computer Science Engineering,Teaching,Teaching,Teacher
Female,B.Com,EcoNAmics,Financial Analysis;Social Justice;Content Writing;Social media marketing,"Accounting Skills;Hardware skills;Business Knowledge;Finance related skills;Communication skills;Social Media Marketing;Content creation;Teaching;Foreign languages french, Spanish",Social media executive
Female,B.Sc,Electrical engineering,"Technology, Understand Human Behaviour","Java, Programming, C++, R",Student (Unemployed)
Female,BA,Computer Science Engineering,Teaching;Govt. Job,Active Listening;Problem Solving skills;Teaching;Teaching experience,NA
Male,B.Tech,Computer Applications,Govt. Job;Industires;SAP Consultant in MM,Designing skills;C++;Python,NA
Male,MCA,Instrumentation,Design;Salesforce Admin,Critical Thinking;Mass Communication;Leadership;Editing;Designing skills;Cloud Computing;SAP;Salesforce Admin,Salesforce Admin
Male,BCA,Electrical and Electronics Engineering,Testing,Java,Computer Software Engineer
Male,B.Tech,Electrical and Electronics Engineering,Technology;Industires;Design,Automation,Instrumentation and Control Engineer
Male,B.Tech,Computer Science Engineering,"Research;Teaching;Technology;Data analytics;Agriculture, services",Accounting Skills;Active Listening;Hardware skills;Business Knowledge;Problem Solving skills,UPS supervisor
